TFBS_chr	TFBS_start	TFBS_end	TFBS_strand	TFBS_score	98JKPD8_LumA_score	ANAB5F7_Basal_score	S6R691V_Her2_score	PU24GB8_LumB_score	2GAMBDQ_Normal-like_score
chr1	41361551	41361565	+	10.02542	0.24044	0.16293	0.20633	0.20402	0.16358
chr1	41370192	41370206	-	9.98356	0.02423	0.03858	0.0359	0.03365	0.03451
chr1	41400077	41400091	-	8.68108	0.02229	0.03769	0.02899	0.02583	0.02561
chr1	41476854	41476868	-	9.14463	0.09899	0.08784	0.14629	0.07775	0.1211
chr1	41484289	41484303	-	9.16413	0.16378	0.11043	0.15474	0.10442	0.13316
chr1	41645601	41645615	-	9.27658	0.01302	0.01723	0.01522	0.01983	0.02152
chr1	41769031	41769045	+	8.14421	0.05035	0.02138	0.03317	0.03969	0.03747
chr1	42030013	42030027	-	7.78502	0.01703	0.02942	0.02374	0.02441	0.01246
chr1	42837895	42837909	+	8.31544	0.02622	0.03415	0.03118	0.02822	0.02919
chr1	43043839	43043853	+	7.91797	0.03239	0.01674	0.04117	0.02461	0.02735
chr1	43136050	43136064	-	9.48263	0.01864	0.01466	0.01683	0.02245	0.02108
chr1	43548546	43548560	-	9.66761	0.18448	0.27279	0.17384	0.18341	0.22445
chr1	44412063	44412077	-	7.91899	0.01688	0.01228	0.01262	0.0242	0.01982
chr1	44708260	44708274	-	8.87135	0.07225	0.12022	0.17145	0.10764	0.12316
chr1	45320465	45320479	-	8.08358	0.01359	0.00987	0.02965	0.0241	0.02279
chr1	45320902	45320916	+	8.73462	0.01981	0.01291	0.02996	0.0265	0.02281
chr1	45872533	45872547	+	7.79475	0.04007	0.05248	0.06347	0.06171	0.06533
chr1	45876661	45876675	+	8.02864	0.01971	0.01127	0.01137	0.01733	0.03459
chr1	46837854	46837868	+	7.64995	0.02809	0.00494	0.05814	0.01701	0.02105
chr1	46898090	46898104	-	8.86025	0.0998	0.06743	0.11208	0.05114	0.07187
chr1	47294974	47294988	+	9.06577	0.01781	0.02569	0.00866	0.01571	0.0255
chr1	48219156	48219170	+	9.36737	0.0096	0.00859	0.01396	0.01498	0.06021
chr1	48831688	48831702	+	8.67479	0.00869	0.08434	0.00987	0.00667	0.01384
chr1	48859708	48859722	+	8.45747	0.00785	0.01718	0.01457	0.00778	0.01155
chr1	50214916	50214930	+	8.30385	0.01586	0.01197	0.00945	0.01268	0.01424
chr1	50441305	50441319	+	8.57643	0.00946	0.00852	0.0042	0.00789	0.01018
chr1	50658634	50658648	-	8.81787	0.00901	0.01925	0.00702	0.00778	0.01628
chr1	50710962	50710976	+	8.94664	0.01613	0.04482	0.01291	0.01154	0.02005
chr1	51648619	51648633	+	7.54935	0.03385	0.03007	0.04341	0.04809	0.05058
chr1	51955444	51955458	+	8.94664	0.02103	0.07765	0.04604	0.03002	0.02576
chr1	52686500	52686514	+	8.94664	0.08798	0.14079	0.08262	0.06671	0.0815
chr1	52707183	52707197	-	8.61819	0.02268	0.10129	0.04337	0.0357	0.02714
chr1	53021369	53021383	+	9.7019	0.01877	0.0151	0.01657	0.01134	0.0168
chr1	53153935	53153949	-	8.62991	0.0103	0.0305	0.0087	0.01547	0.01309
chr1	53550672	53550686	+	7.6357	0.01726	0.02554	0.02339	0.0186	0.01656
chr1	54505668	54505682	-	8.94664	0.01268	0.01517	0.0104	0.00918	0.01463
chr1	54856552	54856566	-	9.99124	0.08135	0.13453	0.11631	0.12495	0.09808
chr1	54935488	54935502	+	9.55708	0.03618	0.02369	0.02023	0.03863	0.04275
chr1	55252733	55252747	-	8.75191	0.02061	0.0165	0.02781	0.01649	0.01701
chr1	55344328	55344342	-	8.9058	0.02297	0.01046	0.01258	0.02275	0.01926
chr1	55469663	55469677	+	7.74903	0.01836	0.00935	0.00837	0.00785	0.02078
chr1	56133670	56133684	-	10.16504	0.00704	0.01192	0.00853	0.0084	0.01483
chr1	56183364	56183378	-	9.29746	0.01639	0.00787	0.03098	0.00744	0.01976
chr1	56202333	56202347	-	8.58833	0.01993	0.06661	0.01958	0.01854	0.02675
chr1	58539711	58539725	+	8.14759	0.02662	0.00938	0.02752	0.03942	0.0183
chr1	59331869	59331883	-	10.68252	0.01778	0.01654	0.0118	0.01434	0.01336
chr1	59550053	59550067	+	8.45284	0.01829	0.01991	0.0187	0.03202	0.03785
chr1	59564688	59564702	+	7.67901	0.01939	0.0199	0.00969	0.01567	0.02261
chr1	59674772	59674786	-	7.58426	0.09512	0.27593	0.0532	0.07778	0.19564
chr1	60428371	60428385	-	10.98004	0.39003	0.04001	0.35584	0.29393	0.38568
chr1	60461497	60461511	-	8.05429	0.01169	0.01564	0.01943	0.00829	0.00985
chr1	61278741	61278755	-	8.94664	0.02891	0.02387	0.03027	0.03084	0.03703
chr1	62397506	62397520	+	7.66193	0.01668	0.02063	0.00744	0.00795	0.02363
chr1	63261863	63261877	+	8.51966	0.06141	0.03331	0.0215	0.04073	0.03308
chr1	63612745	63612759	-	9.79573	0.02553	0.2828	0.05031	0.04202	0.05263
chr1	63676036	63676050	+	7.89068	0.01248	0.02086	0.014	0.00921	0.01241
chr1	63826534	63826548	+	8.22147	0.02315	0.02064	0.0249	0.02008	0.03282
chr1	64687399	64687413	+	8.78351	0.02231	0.01012	0.01683	0.02358	0.03582
chr1	64937113	64937127	+	7.88494	0.01823	0.02799	0.03375	0.0321	0.0267
chr1	65170848	65170862	+	7.8749	0.17211	0.22129	0.2741	0.16764	0.28665
chr1	65949492	65949506	-	10.62706	0.01637	0.01209	0.01839	0.02427	0.01935
chr1	65990195	65990209	+	7.75792	0.01722	0.01959	0.01314	0.01269	0.01831
chr1	66058337	66058351	+	8.31018	0.01501	0.01035	0.00973	0.01397	0.01205
chr1	66388381	66388395	-	8.25624	23.99815	23.87512	26.59633	29.63515	29.72212
chr1	66534476	66534490	+	8.87414	0.02611	0.01307	0.018	0.01981	0.0197
chr1	66535333	66535347	-	8.15844	0.02572	0.01492	0.01878	0.02897	0.0268
chr1	66685491	66685505	-	8.29661	0.02444	0.14925	0.02564	0.02156	0.05323
chr1	68050722	68050736	-	8.84117	0.06092	0.06496	0.03717	0.04427	0.08034
chr1	68169136	68169150	-	8.35791	0.01742	0.01715	0.01041	0.00562	0.0147
chr1	68457291	68457305	+	9.91456	0.00587	0.00833	0.00613	0.01106	0.01147
chr1	68624409	68624423	-	8.86596	0.02195	0.08947	0.02389	0.03362	0.0399
chr1	68799364	68799378	-	8.70551	0.01604	0.00702	0.02397	0.01528	0.01889
chr1	70980682	70980696	+	7.92663	0.00982	0.01801	0.0072	0.01281	0.01552
chr1	72398064	72398078	-	7.93385	0.01315	0.01836	0.02276	0.01	0.01343
chr1	72547074	72547088	-	8.21447	0.01674	0.01067	0.01806	0.01739	0.01822
chr1	72580429	72580443	+	8.24006	0.01216	0.01653	0.0105	0.01202	0.01434
chr1	73641436	73641450	-	10.24372	0.00731	0.00645	0.01264	0.01271	0.0077
chr1	75514640	75514654	-	8.62457	0.00879	0.0102	0.00979	0.00957	0.01455
chr1	75618530	75618544	-	7.96393	0.02324	0.0325	0.0804	0.03949	0.07058
chr1	75631599	75631613	+	8.13813	0.0197	0.02944	0.03067	0.02263	0.02477
chr1	75709408	75709422	+	8.27401	0.00735	0.00663	0.01328	0.01045	0.0129
chr1	76137956	76137970	-	10.4081	0.01733	0.02872	0.01013	0.01657	0.03201
chr1	76177851	76177865	-	7.64455	0.04521	0.00778	0.04788	0.05566	0.0387
chr1	77051848	77051862	+	10.3074	0.05226	0.00722	0.02139	0.02424	0.02492
chr1	77481020	77481034	-	7.68038	0.02438	0.00929	0.0125	0.01778	0.03768
chr1	77953441	77953455	-	9.57549	0.02515	0.01372	0.02063	0.02156	0.02657
chr1	78371066	78371080	-	7.77147	0.01569	0.00785	0.0151	0.00801	0.02235
chr1	78423559	78423573	-	8.09123	0.01086	0.03211	0.00787	0.00859	0.01614
chr1	78624060	78624074	+	9.87211	0.01986	0.04115	0.02205	0.03314	0.02049
chr1	78912160	78912174	+	8.14054	0.01037	0.01404	0.00759	0.01421	0.01319
chr1	79296250	79296264	-	7.74314	0.01604	0.01245	0.00835	0.01619	0.01951
chr1	81174149	81174163	-	8.56875	0.02364	0.07407	0.05026	0.04361	0.01811
chr1	81237690	81237704	+	8.24385	0.02035	0.01741	0.00926	0.01072	0.02108
chr1	81260774	81260788	+	9.06577	0.05696	0.03433	0.09107	0.1043	0.08091
chr1	82391943	82391957	+	10.25571	0.01385	0.02494	0.01425	0.0118	0.01459
chr1	83588355	83588369	+	8.9829	0.02081	0.00537	0.01479	0.01048	0.01256
chr1	83673363	83673377	+	7.75928	0.01778	0.00855	0.01564	0.01588	0.02263
chr1	84763999	84764013	-	8.21943	0.0126	0.02237	0.00632	0.00909	0.03065
chr1	84772518	84772532	-	8.21562	0.3012	0.29957	0.19836	0.25462	0.29886
chr1	84780199	84780213	+	9.84276	0.05722	0.07808	0.03038	0.03183	0.14606
chr1	85135287	85135301	+	9.29746	0.22815	0.34451	0.33852	0.25252	0.31339
chr1	85265002	85265016	-	9.09225	0.0342	0.01463	0.02433	0.02769	0.02437
chr1	85502280	85502294	-	8.14329	0.01323	0.01193	0.01505	0.0183	0.02739
chr1	85588354	85588368	-	9.1804	0.03829	0.02599	0.05364	0.04171	0.02689
chr1	85656423	85656437	-	7.91292	0.12134	0.01855	0.03212	0.09639	0.09354
chr1	86714380	86714394	+	8.10705	0.04128	0.01675	0.03291	0.02768	0.01693
chr1	86738318	86738332	+	8.94664	0.01731	0.0135	0.01413	0.01781	0.01557
chr1	87015400	87015414	+	9.57549	0.01085	0.08119	0.01197	0.01504	0.01324
chr1	87423429	87423443	-	8.18173	0.01247	0.01445	0.0115	0.01301	0.01475
chr1	87854081	87854095	+	9.19458	0.00718	0.01198	0.00516	0.01036	0.0105
chr1	88884080	88884094	+	9.87211	0.01829	0.01706	0.01506	0.01846	0.02519
chr1	89262654	89262668	-	9.20611	0.02078	0.02604	0.03058	0.02493	0.03563
chr1	89272044	89272058	-	9.13226	0.01726	0.0338	0.02515	0.01729	0.0303
chr1	89274790	89274804	+	7.94966	0.05885	0.25477	0.10456	0.07919	0.08187
chr1	89508819	89508833	-	8.94664	0.02506	0.01553	0.02093	0.02395	0.03801
chr1	89518855	89518869	-	9.50406	0.01208	0.02498	0.01277	0.01937	0.0116
chr1	89811047	89811061	+	7.64875	0.01236	0.02983	0.01853	0.01419	0.03243
chr1	89843520	89843534	+	8.7316	0.12729	0.17159	0.14801	0.1109	0.1255
chr1	89975403	89975417	-	7.60343	0.01027	0.03675	0.01433	0.02038	0.01569
chr1	90881227	90881241	+	9.26082	0.00966	0.04052	0.01269	0.00777	0.01054
chr1	90959955	90959969	-	10.00745	0.02314	0.02098	0.02743	0.02566	0.0198
chr1	91398561	91398575	-	7.77994	0.00622	0.02172	0.00779	0.00919	0.01533
chr1	91616933	91616947	+	7.58896	0.0091	0.00867	0.008	0.01465	0.01221
chr1	91707469	91707483	-	7.63858	0.01681	0.01535	0.0141	0.03041	0.02226
chr1	91948957	91948971	-	8.45391	0.01745	0.01657	0.02834	0.0206	0.02503
chr1	92399286	92399300	-	9.00842	0.01514	0.03501	0.01878	0.01458	0.01363
chr1	93244471	93244485	-	10.20788	0.01092	0.00429	0.00964	0.01297	0.01111
chr1	93324735	93324749	+	8.81932	0.05564	0.01463	0.0358	0.04735	0.05044
chr1	93352987	93353001	+	7.90222	0.01733	0.03039	0.01677	0.02277	0.01933
chr1	93565601	93565615	+	9.23697	0.03864	0.04378	0.02338	0.03128	0.02611
chr1	93638199	93638213	-	8.89206	0.08283	0.03349	0.05312	0.07682	0.05001
chr1	93880237	93880251	+	9.06577	0.04526	0.04806	0.04603	0.03921	0.04795
chr1	93979740	93979754	+	7.94492	0.03527	0.08711	0.02664	0.03038	0.05147
chr1	94742487	94742501	+	7.65224	0.01483	0.01115	0.02875	0.01734	0.02037
chr1	96310017	96310031	-	10.43106	0.04512	0.03509	0.04022	0.05075	0.02632
chr1	97337782	97337796	-	8.57776	0.02134	0.10328	0.01405	0.0298	0.01634
chr1	98739955	98739969	+	7.83767	0.02576	0.04576	0.01968	0.02865	0.07034
chr1	98906857	98906871	-	7.75601	0.01458	0.00461	0.00833	0.01217	0.01794
chr1	100080526	100080540	+	10.59605	0.02245	0.01829	0.01953	0.01465	0.01943
chr1	100531102	100531116	-	7.67925	0.08519	0.08962	0.10698	0.10384	0.14208
chr1	100658639	100658653	+	7.64363	0.00948	0.01839	0.01006	0.01036	0.01051
chr1	101944830	101944844	-	7.67562	0.0152	0.01784	0.01256	0.0179	0.01706
chr1	102098012	102098026	-	8.02075	0.01267	0.0786	0.00836	0.00858	0.01798
chr1	102875634	102875648	+	7.8263	0.00814	0.01314	0.01815	0.00773	0.01574
chr1	102954794	102954808	-	8.37199	0.0164	0.00955	0.01533	0.01519	0.01441
chr1	103170820	103170834	+	7.99877	0.00746	0.00406	0.01249	0.00866	0.00931
chr1	103764780	103764794	+	9.69461	0.0133	0.01115	0.00658	0.00897	0.01261
chr1	105300878	105300892	-	9.50249	0.10343	0.01707	0.1336	0.09873	0.09739
chr1	106319020	106319034	+	8.93008	0.01088	0.01199	0.00739	0.00711	0.01583
chr1	106486158	106486172	-	7.58306	0.01154	0.00466	0.00579	0.00923	0.01116
chr1	106675815	106675829	+	7.8998	0.01297	0.01358	0.02905	0.01527	0.01121
chr1	107162530	107162544	-	7.97275	0.00624	0.00523	0.01548	0.00705	0.00779
chr1	107405649	107405663	-	8.10505	0.02068	0.06258	0.01943	0.01351	0.02752
chr1	108012418	108012432	-	9.01926	0.01424	0.008	0.00854	0.01901	0.00863
chr1	108040528	108040542	-	8.08016	0.02243	0.00688	0.01771	0.01376	0.01961
chr1	108154386	108154400	+	7.7999	0.01571	0.00976	0.01684	0.01554	0.01976
chr1	108623724	108623738	+	9.99124	0.02788	0.01549	0.02131	0.02608	0.03829
chr1	108645285	108645299	+	7.61314	0.03071	0.03481	0.0544	0.04515	0.02148
chr1	108920117	108920131	-	8.94664	0.01603	0.02561	0.02238	0.01991	0.01844
chr1	109373005	109373019	-	8.94664	0.01979	0.0826	0.02989	0.03368	0.02871
chr1	109607401	109607415	-	8.94664	0.02589	0.06651	0.02768	0.0366	0.01614
chr1	109723110	109723124	-	9.14797	0.0204	0.00984	0.03434	0.02038	0.01605
chr1	109854173	109854187	-	7.74099	0.08988	0.03153	0.0665	0.10715	0.06682
chr1	110595187	110595201	-	7.56179	0.01101	0.00997	0.00968	0.01601	0.03262
chr1	110777473	110777487	-	8.53652	0.02613	0.01314	0.03426	0.01875	0.04545
chr1	110854711	110854725	-	7.77033	0.01339	0.00722	0.00622	0.01257	0.01777
chr1	110955977	110955991	-	7.60265	0.02084	0.00929	0.01828	0.01852	0.01445
chr1	111044831	111044845	-	8.6136	0.0363	0.00632	0.02094	0.01174	0.01713
chr1	111820016	111820030	-	7.99507	0.01121	0.04401	0.00811	0.0143	0.01314
chr1	113177777	113177791	+	8.47677	0.0139	0.00791	0.02035	0.01605	0.01986
chr1	113223753	113223767	-	8.19982	0.0309	0.02894	0.0219	0.02841	0.03283
chr1	113302190	113302204	+	7.594	0.02538	0.00522	0.02169	0.02035	0.0196
chr1	114167369	114167383	+	9.22543	0.03516	0.00956	0.00771	0.01106	0.02253
chr1	115432389	115432403	-	9.02523	0.01791	0.01996	0.0136	0.01547	0.02219
chr1	115526853	115526867	+	8.82402	0.01256	0.01228	0.00899	0.00935	0.01269
