TFBS_chr	TFBS_start	TFBS_end	TFBS_strand	TFBS_score	98JKPD8_LumA_score	ANAB5F7_Basal_score	S6R691V_Her2_score	PU24GB8_LumB_score	2GAMBDQ_Normal-like_score
chr1	21937524	21937534	+	8.67564	0.57486	0.57108	0.38059	0.56519	0.5271
chr1	22104837	22104847	-	8.08166	0.01959	0.01889	0.02649	0.01634	0.02214
chr1	22118475	22118485	-	7.90306	0.02849	0.02411	0.02492	0.03734	0.0267
chr1	22412724	22412734	-	6.305	0.2656	0.13943	0.2718	0.32925	0.33288
chr1	23436954	23436964	+	9.6813	0.02547	0.02748	0.02766	0.01865	0.02004
chr1	24829014	24829024	-	8.67722	0.01965	0.01196	0.02926	0.02739	0.01644
chr1	26864912	26864922	+	8.08166	0.14848	0.11797	0.12381	0.09398	0.10496
chr1	26994916	26994926	-	6.16981	0.06122	0.06724	0.04361	0.03542	0.06533
chr1	27356488	27356498	-	9.28098	0.03592	0.03331	0.03909	0.04017	0.06029
chr1	27652914	27652924	-	8.08166	0.01585	0.01328	0.0231	0.01302	0.02064
chr1	30902317	30902327	-	10.27528	0.09023	0.0352	0.05666	0.06948	0.17336
chr1	31511690	31511700	-	8.4555	0.09135	0.03053	0.11005	0.08855	0.07708
chr1	31660782	31660792	-	6.305	0.02672	0.02212	0.0291	0.02988	0.0319
chr1	33151802	33151812	-	7.07758	0.04438	0.02195	0.04143	0.03391	0.05768
chr1	33161204	33161214	-	6.305	0.01259	0.0125	0.01436	0.01766	0.01593
chr1	34639793	34639803	+	6.48359	0.00761	0.00809	0.00616	0.00972	0.01545
chr1	35573171	35573181	+	7.76787	0.04382	0.04422	0.03707	0.05081	0.04989
chr1	36528301	36528311	+	7.07758	0.04313	0.01354	0.05878	0.04369	0.02849
chr1	36938942	36938952	+	5.71102	0.01073	0.00563	0.00493	0.01056	0.01692
chr1	37674554	37674564	+	8.08324	0.01207	0.02086	0.01524	0.01717	0.01764
chr1	37752319	37752329	-	6.16981	0.04089	0.04656	0.03748	0.04819	0.0317
chr1	39177410	39177420	-	6.16981	0.02594	0.01871	0.01687	0.03437	0.02496
chr1	39610202	39610212	-	7.68134	0.02023	0.02031	0.02634	0.02213	0.02627
chr1	41790643	41790653	+	7.76787	0.02692	0.01271	0.03685	0.02982	0.01852
chr1	42825600	42825610	-	6.48359	0.01102	0.01422	0.01738	0.01531	0.01522
chr1	43172738	43172748	-	8.67564	0.3943	0.43167	0.35306	0.40838	0.43968
chr1	45491153	45491163	+	7.76787	1.25933	1.38679	1.3754	1.39811	1.31262
chr1	46303875	46303885	+	8.08166	0.25142	0.34243	0.24214	0.26177	0.19395
chr1	46823274	46823284	-	7.07758	0.02222	0.00603	0.02693	0.01512	0.01763
chr1	52055381	52055391	+	8.08324	0.25634	0.24529	0.24599	0.21208	0.17739
chr1	55302813	55302823	-	9.36751	0.01364	0.01336	0.00961	0.01105	0.01779
chr1	55580724	55580734	-	5.71102	0.02513	0.14586	0.01601	0.0207	0.04522
chr1	56424849	56424859	-	6.99529	0.01149	0.02401	0.02918	0.0336	0.0169
chr1	56974860	56974870	+	7.90306	0.0082	0.0077	0.00985	0.00902	0.01644
chr1	59472021	59472031	-	7.76787	0.0211	0.01351	0.01915	0.02086	0.01677
chr1	61616595	61616605	-	6.08328	0.01673	0.00914	0.01566	0.02142	0.02397
chr1	62294677	62294687	+	8.54203	0.00974	0.02531	0.01006	0.0152	0.0107
chr1	62449297	62449307	+	8.54203	0.01017	0.00926	0.00817	0.00814	0.00948
chr1	65813887	65813897	+	8.08324	0.01543	0.01541	0.00962	0.00989	0.01957
chr1	77489822	77489832	-	8.4555	0.00874	0.00506	0.00729	0.01317	0.01669
chr1	83999365	83999375	-	6.16981	0.34584	0.34153	0.28371	0.28016	0.31108
chr1	84975147	84975157	-	8.54203	0.01166	0.01052	0.01014	0.01097	0.01864
chr1	88467274	88467284	-	8.08166	0.01063	0.0134	0.01322	0.01741	0.02567
chr1	88937324	88937334	+	5.71102	0.01732	0.01003	0.01516	0.01635	0.01472
chr1	88983832	88983842	-	5.71102	0.03216	0.01929	0.02075	0.02341	0.0179
chr1	91712978	91712988	+	8.08324	0.01646	0.01436	0.01368	0.01363	0.01788
chr1	93964208	93964218	-	6.08328	0.01186	0.09063	0.0072	0.01799	0.02587
chr1	94116554	94116564	-	8.08166	0.05595	0.02039	0.04622	0.06856	0.07446
chr1	94684779	94684789	-	6.08328	0.03499	0.01166	0.01854	0.02335	0.02156
chr1	94727597	94727607	-	9.4498	0.0163	0.01795	0.02075	0.01714	0.02066
chr1	96415955	96415965	+	5.71102	0.03618	0.02341	0.02192	0.01274	0.02548
chr1	98430335	98430345	+	6.305	0.0416	0.01942	0.14622	0.07408	0.08892
chr1	99650258	99650268	-	6.48359	0.0851	0.13148	0.08243	0.0711	0.20768
chr1	100265703	100265713	-	8.54203	0.09817	0.08927	0.09821	0.10066	0.10761
chr1	105427680	105427690	+	6.16981	0.00979	0.04167	0.01631	0.00968	0.00971
chr1	107572787	107572797	-	7.07758	0.69205	0.33049	0.52049	0.49384	0.61309
chr1	108051635	108051645	+	8.4555	0.01329	0.00711	0.01531	0.01565	0.07023
chr1	109298444	109298454	+	7.07758	0.04683	0.01865	0.03632	0.03528	0.03701
chr1	109910297	109910307	+	7.07758	0.06201	0.06515	0.04953	0.05978	0.05107
chr1	110675489	110675499	+	7.90306	0.01784	0.017	0.03157	0.02401	0.02973
chr1	112304962	112304972	-	11.04786	0.00867	0.00429	0.00725	0.01217	0.01213
chr1	113450546	113450556	-	7.30908	0.02034	0.00906	0.01746	0.00849	0.01659
chr1	117171595	117171605	+	7.07758	0.01802	0.02794	0.01091	0.01853	0.02979
chr1	117366681	117366691	-	9.36751	0.36642	0.39685	0.32145	0.3679	0.38532
chr1	120723810	120723820	+	8.67722	1.01133	1.00318	0.60926	0.71254	0.79707
chr1	121522277	121522287	+	7.68292	0.05429	0.06471	0.07548	0.08318	0.08238
chr1	143497114	143497124	-	8.85581	0	0	0	0	0
chr1	143764691	143764701	+	6.08328	0.04333	0.34397	0.01801	0.03986	0.20141
chr1	144546710	144546720	+	8.4555	0.86988	0.59734	1.05797	0.90941	0.79595
chr1	145157131	145157141	-	8.85581	0.08751	0.09113	0.0736	0.08045	0.0729
chr1	147541588	147541598	+	8.08324	0.07588	0.09265	0.03413	0.04123	0.07551
chr1	149812326	149812336	+	9.6813	0.46561	0.44272	0.30118	0.34253	0.36378
chr1	150485108	150485118	+	7.07758	0.0491	0.04686	0.05213	0.0359	0.03164
chr1	150635292	150635302	+	6.16981	0.03431	0.0211	0.03271	0.02851	0.02792
chr1	150728396	150728406	-	8.54203	0.00954	0.06996	0.02402	0.0196	0.01249
chr1	151992352	151992362	+	8.08324	0.13297	0.16866	0.15063	0.11453	0.12115
chr1	153292910	153292920	-	9.4498	0.01914	0.05986	0.01879	0.02096	0.019
chr1	154936570	154936580	-	8.54203	1.32216	0.93779	0.93862	0.94057	1.04286
chr1	155688737	155688747	+	7.76787	2.27076	1.9499	1.70331	2.07324	1.92831
chr1	157138849	157138859	+	7.07758	0.17594	0.26748	0.13001	0.21615	0.20349
chr1	157446762	157446772	+	7.76787	0.01844	0.01389	0.01188	0.01245	0.01772
chr1	158036617	158036627	+	6.16981	0.01834	0.01336	0.01727	0.01343	0.02371
chr1	160741427	160741437	+	8.67722	0.02239	0.0404	0.04864	0.02993	0.02414
chr1	161766237	161766247	+	8.08324	0.86762	0.58857	0.48283	0.65888	0.76865
chr1	162688983	162688993	+	8.08324	0.01579	0.02446	0.02602	0.01543	0.01762
chr1	164248653	164248663	-	6.08328	0.01102	0.00642	0.02043	0.01005	0.00993
chr1	167430263	167430273	-	9.36751	0.01749	0.03244	0.03036	0.02178	0.01958
chr1	167631820	167631830	+	6.16981	0.02869	0.05437	0.05105	0.03427	0.02112
chr1	168182069	168182079	+	7.30908	0.03872	0.16581	0.03912	0.03846	0.0232
chr1	169106966	169106976	-	6.16981	0.21622	0.22254	0.15137	0.18745	0.17526
chr1	169460405	169460415	+	6.48359	0.04414	0.01722	0.03071	0.0455	0.04418
chr1	169460866	169460876	-	6.08328	0.01657	0.01127	0.01525	0.01761	0.01549
chr1	171485585	171485595	-	6.99529	0.52154	0.43804	0.39799	0.44977	0.4258
chr1	172895037	172895047	+	9.36751	0.01518	0.01253	0.01619	0.02296	0.01649
chr1	173135027	173135037	-	8.08166	0.01269	0.04002	0.00897	0.0188	0.01668
chr1	174159934	174159944	-	7.76787	0.4521	0.62743	0.53293	0.47649	0.37233
chr1	175005370	175005380	-	8.08166	0.02804	0.03073	0.02955	0.01562	0.02888
chr1	175419902	175419912	-	7.68292	0.00966	0.05649	0.01664	0.01301	0.01767
chr1	176550887	176550897	-	6.48359	0.01146	0.00958	0.00868	0.0092	0.01604
chr1	177340824	177340834	+	6.16981	0.02187	0.01486	0.01983	0.01908	0.02498
chr1	179090124	179090134	+	7.76945	0.09033	0.07928	0.09833	0.11726	0.09897
chr1	181790113	181790123	+	6.90876	0.00888	0.01351	0.01373	0.01073	0.01532
chr1	182290482	182290492	+	7.68292	0.23697	0.4199	0.21022	0.23381	0.37885
chr1	182602139	182602149	+	7.76945	0.08471	0.1326	0.07995	0.08207	0.06924
chr1	186579104	186579114	+	9.28098	0.03984	0.02169	0.03927	0.02597	0.04915
chr1	186681186	186681196	+	8.54203	0.01974	0.04727	0.0178	0.01936	0.03423
chr1	191388123	191388133	+	7.76787	0.00993	0.00683	0.01149	0.01375	0.01009
chr1	191804512	191804522	-	6.305	0.01336	0.01313	0.0059	0.01375	0.01455
chr1	192136198	192136208	-	10.27528	0.01704	0.01076	0.01552	0.02072	0.02426
chr1	198606442	198606452	+	5.71102	0.0174	0.01459	0.01244	0.012	0.01077
chr1	198765037	198765047	-	7.76787	0.00402	0.00889	0.00459	0.00623	0.00939
chr1	200413851	200413861	-	6.08328	0.02436	0.04787	0.03088	0.03108	0.01738
chr1	201539228	201539238	+	7.07758	0.10071	0.07269	0.07475	0.08034	0.08824
chr1	201660148	201660158	+	6.16981	0.04505	0.01174	0.02225	0.03136	0.02288
chr1	202154910	202154920	+	6.08328	0.12448	0.15985	0.18366	0.26024	0.17248
chr1	203288588	203288598	+	6.99529	0.08119	0.03018	0.07914	0.08898	0.15356
chr1	203291291	203291301	-	6.16981	0.3727	0.10175	0.22282	0.41582	0.36081
chr1	203861926	203861936	+	8.85581	0.13461	0.13733	0.12869	0.1253	0.13769
chr1	204316383	204316393	+	6.16981	0.04069	0.0237	0.04636	0.04032	0.0463
chr1	204573389	204573399	+	8.85581	0.66966	0.09442	0.85983	0.49978	0.59246
chr1	205397150	205397160	+	8.85581	0.04233	0.0824	0.06226	0.06688	0.06339
chr1	205533635	205533645	-	7.07758	0.02261	0.03987	0.04886	0.03045	0.04406
chr1	205592653	205592663	-	7.76787	0.0467	0.07191	0.04732	0.04234	0.05873
chr1	206470930	206470940	-	6.16981	0.1026	0.13319	0.11637	0.09653	0.11456
chr1	206772572	206772582	-	7.07758	0.03068	0.0198	0.02927	0.0379	0.02136
chr1	207751839	207751849	-	7.76945	1.40983	1.47685	1.55616	1.36773	1.3832
chr1	207884448	207884458	-	9.28098	0.05921	0.03972	0.07056	0.05793	0.06154
chr1	208497197	208497207	-	7.07758	0.03625	0.00802	0.01228	0.02079	0.02358
chr1	209580815	209580825	-	6.90876	0.0233	0.00947	0.01812	0.01827	0.01447
chr1	209704262	209704272	-	8.4555	0.0206	0.01405	0.01531	0.02307	0.01649
chr1	209784785	209784795	-	8.67722	0.49322	0.55157	0.45077	0.56469	0.39954
chr1	212609117	212609127	-	8.67722	0.23771	0.20969	0.19829	0.19474	0.22512
chr1	214465052	214465062	+	8.67564	0.34286	0.34501	0.39586	0.37574	0.34766
chr1	217134705	217134715	-	11.04786	0.13485	0.18864	0.09223	0.06326	0.11986
chr1	217238593	217238603	-	8.4555	0.01075	0.00801	0.01261	0.00834	0.00932
chr1	217881740	217881750	+	6.48359	0.04574	0.05876	0.05016	0.06759	0.06179
chr1	217889641	217889651	-	7.68134	0.0239	0.0144	0.01854	0.02363	0.01812
chr1	218829327	218829337	-	6.305	0.01214	0.02249	0.01256	0.00858	0.01485
chr1	220723166	220723176	-	6.16981	0.01065	0.01471	0.01472	0.01097	0.01243
chr1	220733280	220733290	+	6.08328	0.63743	0.55721	0.47745	0.51141	0.50976
chr1	220787436	220787446	-	6.48359	0.17732	0.47362	0.31178	0.26658	0.26505
chr1	220828606	220828616	-	6.90876	0.00969	0.0109	0.01801	0.01508	0.01014
chr1	221397233	221397243	+	8.54203	0.01189	0.04413	0.03392	0.01635	0.02162
chr1	221865695	221865705	-	10.45388	0.01133	0.00997	0.02089	0.01115	0.01781
chr1	222795558	222795568	-	6.48359	0.01969	0.01745	0.01711	0.02285	0.02194
chr1	223679925	223679935	+	5.71102	0.03475	0.04674	0.03443	0.02814	0.05667
chr1	223719026	223719036	+	8.54203	0.07669	0.07167	0.15302	0.10176	0.06366
chr1	224004990	224005000	-	8.4555	0.03132	0.01998	0.04338	0.04074	0.02378
chr1	226407941	226407951	+	7.76787	0.2815	0.29271	0.21753	0.20211	0.26866
chr1	227901020	227901030	-	8.85581	0.03619	0.02104	0.06995	0.04026	0.04031
chr1	228102329	228102339	-	8.67564	0.12718	0.11476	0.10836	0.1098	0.13921
chr1	229803414	229803424	-	8.08324	0.04123	0.02577	0.02169	0.02621	0.02573
chr1	230328037	230328047	-	5.71102	0.01872	0.06289	0.01575	0.0113	0.01273
chr1	230549188	230549198	-	6.16981	0.01427	0.04477	0.02914	0.0081	0.01331
chr1	231039862	231039872	-	6.16981	0.2119	0.2852	0.14786	0.1434	0.15902
chr1	232377563	232377573	-	8.54203	0.04571	0.04277	0.02466	0.05093	0.05926
chr1	234656770	234656780	-	5.71102	0.074	0.0647	0.05164	0.04807	0.07381
chr1	234809320	234809330	+	6.08328	0.09108	0.25244	0.04633	0.0842	0.10094
chr1	235932343	235932353	+	6.48359	0.14808	0.09803	0.14797	0.16253	0.25332
chr1	236484429	236484439	-	7.07758	0.01124	0.01391	0.01061	0.01729	0.01519
chr1	239368197	239368207	-	6.305	0.01073	0.01872	0.00993	0.01277	0.01544
chr1	239587068	239587078	+	6.16981	0.01582	0.01749	0.00885	0.02034	0.01823
chr1	241788024	241788034	+	5.71102	0.01213	0.01969	0.0065	0.00993	0.01306
chr1	244139987	244139997	+	6.90876	0.01583	0.01613	0.01131	0.01612	0.01676
chr1	244919277	244919287	-	8.08324	0.04113	0.09322	0.0282	0.03883	0.04989
chr1	244970228	244970238	+	11.04786	0.68784	0.76917	0.59229	0.72801	0.62495
chr1	245968799	245968809	-	8.54203	0.01827	0.01373	0.01215	0.01322	0.01647
chr1	246147180	246147190	+	7.07758	0.01343	0.03562	0.02309	0.01678	0.01605
chr1	246689636	246689646	-	6.48359	0.20405	0.26095	0.12785	0.1839	0.20081
chr1	247884573	247884583	-	8.08166	0.01175	0.01194	0.00781	0.01412	0.01719
chr1	248137540	248137550	-	7.68292	0.01177	0.04169	0.03928	0.02871	0.0157
chr1	248898142	248898152	-	8.54203	0.01549	0.01753	0.02067	0.02313	0.02737
chr10	561623	561633	-	8.54203	0.01748	0.0197	0.02696	0.02232	0.03078
chr10	588537	588547	+	6.16981	0.02563	0.01848	0.03501	0.02938	0.01989
chr10	3096451	3096461	-	5.71102	0.04274	0.06492	0.05155	0.04879	0.04437
chr10	3317816	3317826	-	6.08328	0.01455	0.02263	0.02075	0.01333	0.01583
chr10	3318634	3318644	-	6.08328	0.01909	0.03798	0.02397	0.0137	0.02512
chr10	3458284	3458294	-	7.76945	0.02028	0.01084	0.01306	0.01475	0.01283
chr10	3735256	3735266	-	7.76945	0.03396	0.01928	0.02057	0.02603	0.02823
chr10	5439231	5439241	-	7.76945	0.02865	0.04001	0.03503	0.03315	0.03028
chr10	5639336	5639346	-	6.48359	0.02293	0.03247	0.03176	0.03966	0.04383
chr10	7261526	7261536	-	6.16981	0.0338	0.03595	0.0369	0.02576	0.03634
chr10	8405177	8405187	-	8.85581	0.02545	0.06023	0.01365	0.02088	0.02697
chr10	10734856	10734866	+	6.305	0.00998	0.00612	0.01196	0.01505	0.01194
chr10	11829105	11829115	-	7.07758	0.02171	0.01323	0.05284	0.02147	0.03034
chr10	12406299	12406309	+	11.04786	0.01263	0.01221	0.01749	0.01688	0.02126
chr10	12566730	12566740	+	7.76945	0.01431	0.03437	0.0142	0.0197	0.02161
chr10	13440066	13440076	-	8.67564	0.03212	0.04721	0.02735	0.0159	0.04333
chr10	13587052	13587062	+	8.67722	0.19768	0.25931	0.20953	0.25349	0.29278
chr10	14771220	14771230	+	7.76945	0.01408	0.00865	0.00938	0.01315	0.0167
chr10	17463610	17463620	-	8.08324	0.02299	0.00452	0.00647	0.0145	0.02347
chr10	17722485	17722495	-	9.4498	0.02116	0.01294	0.01951	0.01657	0.01822
chr10	18006552	18006562	+	6.305	0.01112	0.01627	0.00973	0.0123	0.0139
chr10	18807661	18807671	-	6.48359	0.01254	0.0054	0.00887	0.01085	0.01579
chr10	20775651	20775661	-	6.305	0.00863	0.02761	0.01659	0.00953	0.01134
chr10	22601295	22601305	+	9.4498	0.02554	0.0264	0.03513	0.0266	0.03367
chr10	22868159	22868169	+	6.16981	0.01157	0.00965	0.00543	0.00839	0.0098
chr10	25081195	25081205	+	6.16981	0.1963	0.3358	0.13872	0.18172	0.27534
chr10	26637831	26637841	-	6.16981	0.01066	0.00783	0.01198	0.01407	0.0185
chr10	27413516	27413526	-	8.85581	0.01815	0.01715	0.01706	0.02759	0.0331
chr10	27999124	27999134	+	7.07758	0.03598	0.02154	0.01307	0.02706	0.04751
chr10	29106030	29106040	-	6.16981	0.08847	0.02373	0.12429	0.09588	0.08007
chr10	29517636	29517646	+	9.4498	0.03524	0.02585	0.02824	0.02332	0.0346
chr10	30188268	30188278	-	6.48359	0.01776	0.01148	0.01715	0.0218	0.01638
chr10	30462085	30462095	+	8.08324	0.01825	0.01503	0.01357	0.01422	0.02381
chr10	31057030	31057040	+	6.99529	0.01099	0.01108	0.01376	0.01096	0.02129
chr10	34670169	34670179	-	7.68134	0.01464	0.01609	0.01055	0.01827	0.0142
chr10	35105557	35105567	-	6.08328	0.01852	0.0354	0.00964	0.00855	0.01005
chr10	35899143	35899153	+	7.76945	0.01277	0.10266	0.00773	0.01006	0.02357
chr10	35899784	35899794	+	6.48359	0.00827	0.00847	0.00606	0.00965	0.01381
chr10	36283935	36283945	-	7.30908	0.01419	0.01378	0.01681	0.01527	0.0174
chr10	42160130	42160140	+	7.76945	0.0308	0.01408	0.02491	0.03357	0.0315
chr10	43910844	43910854	-	10.14009	0.02326	0.0121	0.0158	0.01938	0.02553
chr10	45373435	45373445	+	11.04786	0.0794	0.07279	0.05817	0.06727	0.09711
chr10	46097793	46097803	+	8.67564	0.01906	0.02128	0.01943	0.02516	0.02356
chr10	46555294	46555304	+	5.71102	0.01592	0.03976	0.02252	0.02026	0.02506
chr10	47300354	47300364	-	7.76787	0.02983	0.04037	0.02716	0.02955	0.03241
chr10	50552685	50552695	+	8.08166	0.01537	0.02558	0.01622	0.01681	0.02568
chr10	50660223	50660233	-	8.54203	0.02262	0.04855	0.04351	0.04145	0.02779
chr10	52466630	52466640	+	10.27528	0.04102	0.1391	0.06328	0.02911	0.06389
chr10	58066632	58066642	-	5.71102	0.01642	0.00583	0.01631	0.02095	0.01586
chr10	58641431	58641441	-	10.05356	0.0464	0.07059	0.04791	0.0278	0.04581
chr10	59395933	59395943	+	8.08324	0.00812	0.00498	0.00884	0.00868	0.00978
chr10	61408190	61408200	-	8.08324	0.01698	0.00693	0.01527	0.0209	0.02961
chr10	63886801	63886811	-	6.16981	0.03712	0.01465	0.03739	0.02194	0.02684
chr10	67793733	67793743	-	8.08166	0.02632	0.03005	0.01359	0.02014	0.04008
chr10	69467027	69467037	-	6.16981	0.03217	0.01201	0.03019	0.04058	0.0182
chr10	69578658	69578668	-	10.14009	0.01608	0.01969	0.02497	0.01835	0.01723
chr10	69703940	69703950	-	7.76945	0.02017	0.03173	0.03593	0.0257	0.0252
chr10	69884375	69884385	-	6.08328	0.01139	0.01578	0.0172	0.01752	0.01707
chr10	71971547	71971557	-	7.76945	0.0449	0.10345	0.03088	0.02799	0.08815
chr10	71999378	71999388	-	7.76945	0.03497	0.08024	0.03353	0.02751	0.05334
chr10	72364161	72364171	+	6.08328	0.0602	0.07921	0.08339	0.10212	0.07925
chr10	73125449	73125459	+	7.76787	0.01407	0.01082	0.01471	0.01081	0.02553
chr10	77290689	77290699	+	8.4555	0.01292	0.02598	0.01307	0.00915	0.01737
chr10	77959659	77959669	+	10.45388	0.04758	0.15136	0.03394	0.0342	0.08429
chr10	78421161	78421171	-	8.67564	0.03259	0.0267	0.02297	0.03425	0.0414
chr10	78451715	78451725	-	8.54203	0.01796	0.01757	0.0154	0.01475	0.01041
chr10	79905001	79905011	-	9.4498	0.07079	0.04569	0.05012	0.03478	0.04697
chr10	80383440	80383450	+	6.08328	0.01863	0.03885	0.01962	0.01198	0.01527
chr10	84195052	84195062	-	11.04786	0.0175	0.01734	0.01851	0.01475	0.02365
chr10	84525731	84525741	+	9.4498	0.01445	0.02848	0.017	0.01431	0.02029
chr10	86540330	86540340	+	8.67564	0.04168	0.03022	0.03598	0.03386	0.04134
chr10	87618983	87618993	-	6.48359	0.12853	0.04604	0.19455	0.13659	0.26623
chr10	88926924	88926934	-	10.05356	0.02419	0.0163	0.02017	0.02	0.02634
chr10	88979289	88979299	-	7.07758	0.05868	0.09672	0.05615	0.04019	0.14104
chr10	90713002	90713012	-	6.90876	0.01801	0.01064	0.01863	0.01724	0.01551
chr10	91299174	91299184	+	7.07758	0.02605	0.02085	0.04518	0.03682	0.03321
chr10	92696383	92696393	-	6.16981	0.01637	0.01008	0.01603	0.01908	0.01662
chr10	93414260	93414270	-	8.67564	0.03244	0.01689	0.0236	0.02042	0.0258
chr10	93437849	93437859	+	8.08166	0.25836	0.16934	0.19415	0.16609	0.18958
chr10	93710833	93710843	+	6.305	0.01399	0.00548	0.00826	0.00993	0.01399
chr10	96089915	96089925	+	7.68292	0.32058	0.35752	0.30059	0.31816	0.32064
chr10	97849980	97849990	+	7.76787	0.04923	0.02876	0.03057	0.03121	0.04507
chr10	99329022	99329032	-	6.08328	0.01048	0.02831	0.01141	0.00985	0.023
chr10	99521439	99521449	-	6.48359	0.01196	0.01548	0.02995	0.0109	0.02016
chr10	99630286	99630296	+	6.08328	0.01255	0.00714	0.01217	0.01372	0.01629
chr10	103611287	103611297	-	6.48359	0.01264	0.00815	0.01303	0.01682	0.01704
chr10	110348162	110348172	+	6.16981	0.02778	0.07442	0.01366	0.01096	0.03225
chr10	111380421	111380431	-	8.54203	0.0186	0.01487	0.01434	0.01039	0.04194
chr10	113679634	113679644	+	7.07758	0.25333	0.2146	0.1959	0.25246	0.27201
chr10	114367706	114367716	-	6.16981	0.07634	0.02035	0.03949	0.05176	0.10201
chr10	117537379	117537389	+	7.68134	0.02195	0.02075	0.03269	0.02306	0.02423
chr10	118769890	118769900	-	7.76945	0.0785	0.01565	0.04615	0.04879	0.0426
chr10	118832379	118832389	+	6.305	0.10743	0.13046	0.06361	0.12529	0.08636
chr10	119618866	119618876	-	8.67722	0.15909	0.07869	0.10016	0.09028	0.15604
chr10	121481104	121481114	+	6.16981	0.01257	0.00886	0.01258	0.00863	0.02532
chr10	121481810	121481820	-	5.71102	0.00528	0.00407	0.00464	0.00499	0.01368
chr10	121490868	121490878	+	7.76945	0.02307	0.02896	0.01491	0.02156	0.04888
chr10	123154043	123154053	-	7.76945	0.49546	0.56056	0.56393	0.4939	0.40949
chr10	123865002	123865012	-	9.4498	0.00986	0.01036	0.00844	0.00859	0.01209
chr10	123967651	123967661	-	8.08166	0.0424	0.03568	0.03265	0.02549	0.04116
chr10	124340472	124340482	-	6.16981	0.01444	0.01346	0.02498	0.01787	0.01982
chr10	124640886	124640896	+	6.16981	0.04473	0.04918	0.07997	0.06631	0.06033
chr10	125017110	125017120	+	9.36751	0.0263	0.07998	0.02943	0.02836	0.04283
chr10	125114326	125114336	+	8.4555	0.0846	0.02236	0.04234	0.06879	0.06188
chr10	125150716	125150726	-	5.71102	0.03862	0.05106	0.0509	0.03322	0.03807
chr10	127300265	127300275	-	9.36751	0.02282	0.00753	0.01108	0.01383	0.01727
chr10	130236587	130236597	+	8.4555	0.01222	0.00531	0.01143	0.00843	0.01626
chr10	130272914	130272924	+	8.08166	0.00627	0.00769	0.00812	0.00895	0.02171
chr10	131114989	131114999	+	6.305	0.01688	0.01142	0.01283	0.01602	0.03826
chr10	132065995	132066005	+	6.16981	0.41897	0.20568	0.25475	0.27295	0.35214
